time,timestamp,recommendationservice_productcatalogservice,checkoutservice_emailservice,frontend_productcatalogservice,checkoutservice_cartservice,frontend_currencyservice,frontend_checkoutservice,frontend_adservice,frontend_cartservice,frontend_recommendationservice,checkoutservice_paymentservice,frontend_shippingservice,checkoutservice_productcatalogservice,checkoutservice_currencyservice,checkoutservice_shippingservice
2022-08-22 16:55:20.704715395 +0000 UTC m=+47041.210669375,1661187320,0.008510638,0.00325,0.006923729,0.006923077,0.008903061,0.19,0.012785714,0.005133929,0.014182692,0.00325,0.003190476,0.01125,0.003869565,0.003769231
2022-08-22 16:56:20.569906648 +0000 UTC m=+47101.075860629,1661187380,0.00875,0.003,0.007106481,0.005,0.022142857,0.875,0.0125,0.005196078,0.015380435,0.005,0.003230769,0.005,0.01,0.003
2022-08-22 16:57:20.789000298 +0000 UTC m=+47161.294954278,1661187440,0.00983871,0.003,0.008096447,0.005,0.007876344,0.5,0.014864865,0.004728814,0.01546875,0.003,0.003533333,0.00625,0.01375,0.0042
2022-08-22 16:58:20.515098594 +0000 UTC m=+47221.021052601,1661187500,0.008666667,0.004,0.007974684,0.005555556,0.008487903,0.175,0.015333333,0.004666667,0.014419643,0.003571429,0.003588235,0.008928571,0.004428571,0.003571429
2022-08-22 16:59:20.957070338 +0000 UTC m=+47281.463024347,1661187560,0.009166667,0.0035,0.008040323,0.004333333,0.008886861,0.25,0.014662162,0.004846154,0.016696429,0.003,0.004263158,0.008333333,0.00425,0.003857143
2022-08-22 17:00:20.506159312 +0000 UTC m=+47341.012113301,1661187620,0.0085,0.003666667,0.008077689,0.006666667,0.007095588,0.175,0.017258065,0.00602459,0.01375,0.005,0.004,0.01125,0.004,0.003666667
2022-08-22 17:01:20.467301007 +0000 UTC m=+47400.973254987,1661187680,0.008525641,0.003,0.007058824,0.00625,0.00770073,0.175,0.014632353,0.005041667,0.013670213,0.003,0.004647059,0.008,0.00875,0.003
2022-08-22 17:02:20.533324308 +0000 UTC m=+47461.039278304,1661187740,0.00865,0.003,0.00744373,0.0075,0.007151163,0.125,0.013958333,0.004205479,0.0165625,0.0075,0.004111111,0.0175,0.003,0.005
2022-08-22 17:03:20.592141 +0000 UTC m=+47521.098094980,1661187800,0.009085366,0.003,0.008105159,0.006666667,0.009399038,0.2,0.015625,0.005753968,0.015689655,0.005,0.003818182,0.01,0.0034,0.005
2022-08-22 17:04:20.710939851 +0000 UTC m=+47581.216893831,1661187860,0.008958333,0.005,0.008183824,0.005,0.008070175,0.175,0.018625,0.006693548,0.016210938,0.003,0.004888889,0.00875,0.003428571,0.003
2022-08-22 17:05:20.389316048 +0000 UTC m=+47640.895270029,1661187920,0.01,0.003,0.006888412,0.006875,0.009430693,0.3125,0.01402439,0.005669014,0.015380435,0.0035,0.003518519,0.0085,0.005,0.003222222
2022-08-22 17:06:20.534119741 +0000 UTC m=+47701.040073721,1661187980,0.008430233,0.003,0.007669683,0.005,0.021086957,0.25,0.015833333,0.003906667,0.013837209,0.0035,0.003777778,0.009583333,0.003909091,0.0035
2022-08-22 17:07:20.832037249 +0000 UTC m=+47761.337991240,1661188040,0.00825,0.003,0.007371795,0.0045,0.008,0.15,0.015675676,0.00395122,0.012142857,0.0045,0.004333333,0.00875,0.003625,0.003333333
2022-08-22 17:08:20.735370232 +0000 UTC m=+47821.241324220,1661188100,0.008928571,0.003,0.007697044,0.0034,0.042045455,0.375,0.012045455,0.004030303,0.014883721,0.003,0.003857143,0.005,0.004,0.003
2022-08-22 17:09:20.391581667 +0000 UTC m=+47880.897535648,1661188160,0.00984375,0.003,0.007940574,0.006111111,0.008960177,0.19,0.013157895,0.006047297,0.015576923,0.0045,0.00372,0.009285714,0.04375,0.0038
2022-08-22 17:10:20.572595044 +0000 UTC m=+47941.078549032,1661188220,0.008636364,0.003,0.007784483,0.00625,0.006825397,0.175,0.013308824,0.006041667,0.015375,0.004,0.004052632,0.0075,0.005,0.004
2022-08-22 17:11:20.651043752 +0000 UTC m=+48001.156997732,1661188280,0.008289474,0.003,0.007406639,0.004,0.008605442,0.175,0.014166667,0.004063291,0.012926829,0.003,0.004285714,0.009375,0.005,0.0034
2022-08-22 17:12:20.457552417 +0000 UTC m=+48060.963506408,1661188340,0.008773585,0.003,0.007719595,0.0042,0.01,0.291666667,0.015785714,0.004549296,0.015338983,0.0042,0.003307692,0.008055556,0.004818182,0.003666667
2022-08-22 17:13:20.84074875 +0000 UTC m=+48121.346702730,1661188400,0.009236111,0.003,0.007871486,0.0053125,0.011810345,0.25,0.012171053,0.006466667,0.014360465,0.0042,0.0046,0.0085,0.00625,0.004
2022-08-22 17:14:20.969729401 +0000 UTC m=+48181.475683399,1661188460,0.00925,0.0035,0.008688119,0.007777778,0.007293388,0.2,0.01609375,0.005978261,0.014256757,0.0035,0.0037,0.01125,0.0046,0.003
2022-08-22 17:15:20.646011199 +0000 UTC m=+48241.151965181,1661188520,0.008967391,0.003,0.007620087,0.005833333,0.008098291,0.2125,0.01362069,0.004088608,0.014245283,0.0038,0.003583333,0.0065,0.004125,0.003153846
2022-08-22 17:16:20.722013025 +0000 UTC m=+48301.227967017,1661188580,0.0109375,0.003,0.007813901,0.0042,0.009953704,0.175,0.014714286,0.004540984,0.014285714,0.003666667,0.0036,0.0125,0.0075,0.003285714
2022-08-22 17:17:20.833685116 +0000 UTC m=+48361.339639098,1661188640,0.008541667,0.003,0.008481132,0.003,0.009958333,0.2,0.016402439,0.004428571,0.015466102,0.003666667,0.003842105,0.006666667,0.05,0.003
2022-08-22 17:18:20.514796652 +0000 UTC m=+48421.020750632,1661188700,0.009527027,,0.008563312,,0.008817829,0.175,0.018076923,0.006657609,0.015875,,0.003833333,,,
2022-08-22 17:19:20.590278814 +0000 UTC m=+48481.096232802,1661188760,0.008333333,0.003333333,0.007489754,0.0045,0.008086207,0.3125,0.012142857,0.005725806,0.01375,0.0038,0.003736842,0.007954545,0.01,0.0038
2022-08-22 17:20:20.839395636 +0000 UTC m=+48541.345349618,1661188820,0.007105263,0.003,0.007347826,0.005,0.009583333,0.175,0.011730769,0.003853333,0.012171053,0.005,0.003588235,0.006666667,0.003666667,0.003
2022-08-22 17:21:20.74553061 +0000 UTC m=+48601.251484607,1661188880,0.008488372,0.003,0.008022088,0.0034,0.009646465,0.2125,0.011985294,0.004672131,0.014759615,0.004,0.003444444,0.0175,0.0075,0.004
2022-08-22 17:22:20.632338381 +0000 UTC m=+48661.138292380,1661188940,0.007833333,0.003,0.006987952,0.004,0.015921053,0.23125,0.012763158,0.003740741,0.012777778,0.004,0.003363636,0.007142857,0.0375,0.003
2022-08-22 17:23:20.453730398 +0000 UTC m=+48720.959684378,1661189000,0.007819149,0.004,0.007045455,0.005,0.024166667,0.375,0.014807692,0.005652174,0.013292683,0.004,0.00325,0.007,0.091666667,0.004
2022-08-22 17:24:20.645059997 +0000 UTC m=+48781.151014005,1661189060,0.009034091,0.0034,0.008274793,0.006875,0.008719512,0.25,0.015454545,0.005698529,0.014411765,0.004,0.004,0.008035714,0.00875,0.004
2022-08-22 17:25:20.684054184 +0000 UTC m=+48841.190008173,1661189120,0.01140625,0.003,0.009349711,0.00625,0.008601695,0.3125,0.015689655,0.005543478,0.016710526,0.003,0.004142857,0.0075,0.005,0.005
2022-08-22 17:26:20.411597698 +0000 UTC m=+48900.917551711,1661189180,0.008965517,0.0034,0.008613636,0.005,0.008464912,0.2125,0.0165625,0.004315789,0.015294118,0.005,0.0039,0.0085,0.025,0.004428571
2022-08-22 17:27:20.516008887 +0000 UTC m=+48961.021962867,1661189240,0.008970588,0.003,0.007418981,0.005,0.006525,0.3125,0.011875,0.004210526,0.0133,0.003,0.003380952,0.0075,0.005,0.003285714
2022-08-22 17:28:20.768033487 +0000 UTC m=+49021.273987479,1661189300,0.007840909,0.005,0.008148936,0.007142857,0.007631579,0.175,0.012884615,0.005087719,0.013913043,0.005,0.004529412,0.0075,0.003285714,0.0042
2022-08-22 17:29:20.621774716 +0000 UTC m=+49081.127728704,1661189360,0.0078125,0.004333333,0.007109665,0.006428571,0.007214912,0.2125,0.013,0.005598592,0.011833333,0.004333333,0.004,0.01125,0.05625,0.0035
2022-08-22 17:30:20.761224517 +0000 UTC m=+49141.267178532,1661189420,0.0098125,0.003,0.00892562,0.00625,0.007025547,0.3125,0.02075,0.005178571,0.015818966,0.004,0.005178571,0.0075,0.0375,0.005
2022-08-22 17:31:20.411731013 +0000 UTC m=+49200.917685011,1661189480,0.007986111,0.003,0.00722619,0.0038,0.006981132,0.19375,0.016710526,0.003753247,0.01375,0.003333333,0.003705882,0.009166667,0.004833333,0.003
2022-08-22 17:32:20.587596792 +0000 UTC m=+49261.093550790,1661189540,0.012083333,0.004,0.007770979,0.00625,0.009247573,0.2,0.013,0.005766667,0.017909091,0.0034,0.003444444,0.008125,0.004636364,0.004
2022-08-22 17:33:20.844987029 +0000 UTC m=+49321.350941030,1661189600,0.008197674,0.003,0.00735119,0.005,0.008267544,0.2125,0.012586207,0.00505,0.012602041,0.003,0.00364,0.008125,0.00625,0.0042
2022-08-22 17:34:20.405249998 +0000 UTC m=+49380.911204054,1661189660,0.008445946,0.003,0.007008929,0.003,0.007543103,0.2125,0.0145,0.003926829,0.012837838,0.003,0.003777778,0.01,0.005,0.003
2022-08-22 17:35:20.510884546 +0000 UTC m=+49441.016838526,1661189720,0.007674419,0.0035,0.00727492,0.0075,0.00744898,0.19375,0.016532258,0.004297297,0.013194444,0.004333333,0.003516129,0.0115,0.0046,0.004333333
2022-08-22 17:36:20.873074601 +0000 UTC m=+49501.379028582,1661189780,0.00921875,0.003,0.006965812,0.005,0.007563291,0.175,0.013125,0.003860759,0.01125,0.005,0.003857143,0.01,0.003666667,0.003285714
2022-08-22 17:37:20.567824048 +0000 UTC m=+49561.073778029,1661189840,0.008583333,0.005,0.006859756,0.0075,0.006839623,0.175,0.012177419,0.00504386,0.013826531,0.005,0.003416667,0.008333333,0.0034,0.005
2022-08-22 17:38:20.694564664 +0000 UTC m=+49621.200518645,1661189900,0.009244186,0.0035,0.008010511,0.004333333,0.009107143,0.25,0.01527027,0.005856164,0.015538462,0.003,0.003689655,0.008636364,0.061363636,0.0035
2022-08-22 17:39:20.505661563 +0000 UTC m=+49681.011615546,1661189960,0.00953125,0.003,0.007981771,0.0034,0.024625,0.175,0.013125,0.004013333,0.015882353,0.004,0.003454545,0.008333333,0.00375,0.003
2022-08-22 17:40:20.552884388 +0000 UTC m=+49741.058838397,1661190020,0.009388889,0.003,0.007809187,0.0035,0.00768,0.1375,0.014852941,0.004548387,0.016847826,0.004333333,0.004047619,0.00875,0.0045,0.0035
2022-08-22 17:41:20.519978677 +0000 UTC m=+49801.025932657,1661190080,0.008888889,0.003,0.008476395,0.0042,0.008728814,0.225,0.011418919,0.004333333,0.013940678,0.005,0.004111111,0.008409091,0.003923077,0.003285714
2022-08-22 17:42:20.593667173 +0000 UTC m=+49861.099621164,1661190140,0.0115,0.005,0.008987226,0.005,0.008375796,0.375,0.01585,0.006837349,0.017379032,0.003,0.004466667,0.0175,0.004333333,0.006666667
2022-08-22 17:43:20.756038582 +0000 UTC m=+49921.261992572,1661190200,0.0095,0.0035,0.007546642,0.005833333,0.008134921,0.4375,0.014864865,0.006031746,0.015454545,0.004333333,0.0038,0.0084375,0.063636364,0.003857143
2022-08-22 17:44:20.500858457 +0000 UTC m=+49981.006812436,1661190260,0.009358974,0.003,0.008654661,0.004,0.0071875,0.175,0.01725,0.0047,0.016547619,0.003,0.003869565,0.00875,0.01,0.0034
2022-08-22 17:45:20.649172232 +0000 UTC m=+50041.155126222,1661190320,0.009011628,0.003,0.007698413,0.0034,0.009916667,0.375,0.014864865,0.004514286,0.014787234,0.003,0.003941176,0.00875,0.004555556,0.0034
2022-08-22 17:46:20.715348149 +0000 UTC m=+50101.221302129,1661190380,0.009,0.003,0.007843602,0.005833333,0.018793103,0.175,0.01222973,0.005927419,0.017134146,0.005833333,0.0045,0.009,0.029166667,0.005
2022-08-22 17:47:20.540268236 +0000 UTC m=+50161.046222227,1661190440,0.00847561,0.0035,0.00728903,0.005833333,0.007558594,0.19375,0.013214286,0.005491071,0.014438776,0.004333333,0.003347826,0.009166667,0.004384615,0.003222222
2022-08-22 17:48:20.432569357 +0000 UTC m=+50220.938523337,1661190500,0.008630952,0.003,0.007977707,0.004555556,0.012419355,0.19375,0.015,0.00428,0.01525,0.003,0.004444444,0.007916667,0.033333333,0.003666667
2022-08-22 17:49:20.55674001 +0000 UTC m=+50281.062693998,1661190560,0.008529412,0.004,0.007518939,0.004,0.007415966,0.175,0.014791667,0.004728814,0.014017857,0.004,0.0046,0.00875,0.05,0.003
2022-08-22 17:50:20.776308502 +0000 UTC m=+50341.282262487,1661190620,0.008693182,0.003,0.007403169,0.005,0.007324561,0.175,0.016477273,0.004123288,0.0140625,0.003,0.004333333,0.00875,0.004,0.004
2022-08-22 17:51:20.601461222 +0000 UTC m=+50401.107415220,1661190680,0.011458333,0.003571429,0.008062016,0.006538462,0.007697368,0.175,0.01527027,0.006323529,0.015727273,0.003571429,0.005,0.011071429,0.00475,0.0034
2022-08-22 17:52:20.71161971 +0000 UTC m=+50461.217573690,1661190740,0.008783784,0.005,0.007914894,0.006,0.007650862,0.175,0.014256757,0.005526316,0.015045455,0.003666667,0.0039,0.0145,0.003727273,0.0042
2022-08-22 17:53:20.716123397 +0000 UTC m=+50521.222077386,1661190800,0.013243243,0.003,0.00893595,0.003909091,0.008775,0.175,0.0125,0.004391304,0.0175,0.003666667,0.0035,0.01,0.0175,0.004555556
2022-08-22 17:54:20.456050928 +0000 UTC m=+50580.962004921,1661190860,0.01,0.003,0.007980072,0.003666667,0.007952899,0.19375,0.016358696,0.004588235,0.01625,0.003666667,0.00348,0.00875,0.0045,0.003666667
2022-08-22 17:55:20.504249722 +0000 UTC m=+50641.010203701,1661190920,0.010454545,0.003,0.007971154,0.0045,0.015294118,0.25,0.014891304,0.006302817,0.014883721,0.003,0.003875,0.009166667,0.055,0.003333333
2022-08-22 17:56:20.655199669 +0000 UTC m=+50701.161153649,1661190980,0.009054054,0.003,0.009352679,0.005,0.007057927,0.075,0.015795455,0.006604938,0.015863636,0.003,0.004714286,0.0075,0.004333333,0.005
2022-08-22 17:57:20.515273903 +0000 UTC m=+50761.021227885,1661191040,0.009779412,0.0035,0.008182731,0.004333333,0.010703125,0.25,0.013851351,0.00471875,0.0172,0.004333333,0.003777778,0.011875,0.0625,0.0035
2022-08-22 17:58:20.584599688 +0000 UTC m=+50821.090553697,1661191100,0.009078947,0.003,0.007656863,0.005,0.008364486,0.458333333,0.012954545,0.004305556,0.01470339,0.003,0.003521739,0.015,0.005,0.003666667
2022-08-22 17:59:20.596115835 +0000 UTC m=+50881.102069834,1661191160,0.007888889,0.003,0.006975309,0.005,0.008326087,0.1,0.011607143,0.003805195,0.012678571,0.004,0.003761905,0.009375,0.01,0.005
2022-08-22 18:00:20.474632204 +0000 UTC m=+50940.980586186,1661191220,0.00872449,0.003,0.008284483,0.005,0.008512931,0.2,0.014791667,0.006038462,0.016762295,0.003,0.003666667,0.006785714,0.004,0.0034
2022-08-22 18:01:20.499629054 +0000 UTC m=+51001.005583035,1661191280,0.009047619,0.003,0.008067308,0.003666667,0.007011719,0.175,0.015833333,0.005238095,0.01645,0.005,0.003416667,0.0175,0.005,0.005
2022-08-22 18:02:20.47756724 +0000 UTC m=+51060.983521220,1661191340,0.008315217,0.003,0.007746479,0.003285714,0.007433333,0.0875,0.01505814,0.004641791,0.015045455,0.003666667,0.003636364,0.0095,0.004714286,0.003666667
2022-08-22 18:03:20.617120045 +0000 UTC m=+51121.123074025,1661191400,0.008958333,0.003,0.008256048,0.006666667,0.007794118,0.3125,0.0161875,0.004815385,0.014583333,0.003,0.003571429,0.006666667,0.02125,0.005
2022-08-22 18:04:20.359214513 +0000 UTC m=+51180.865168520,1661191460,0.008203125,0.003,0.006858974,0.003,0.008883929,0.2125,0.010865385,0.0042,0.013586957,0.003,0.0035,0.0090625,0.004777778,0.003666667
2022-08-22 18:05:20.623336552 +0000 UTC m=+51241.129290544,1661191520,0.009360465,0.003,0.007783172,0.006458333,0.014722222,0.2125,0.015416667,0.005149254,0.016710526,0.003571429,0.003583333,0.008,0.0625,0.004272727
2022-08-22 18:06:20.691781377 +0000 UTC m=+51301.197735358,1661191580,0.011216216,0.003,0.009131455,0.0065,0.0075,0.175,0.01375,0.0063,0.015555556,0.0038,0.004076923,0.008409091,0.054166667,0.003545455
2022-08-22 18:07:20.796719144 +0000 UTC m=+51361.302673123,1661191640,0.009242424,0.003,0.007978972,0.0038,0.00974359,0.375,0.013636364,0.004492537,0.015,0.003333333,0.003416667,0.009,0.0046,0.005
2022-08-22 18:08:20.748139136 +0000 UTC m=+51421.254093116,1661191700,0.008333333,0.003285714,0.007270916,0.004777778,0.007348485,0.175,0.016538462,0.004781818,0.015663265,0.0042,0.00375,0.008333333,0.0075,0.00625
2022-08-22 18:09:20.68135786 +0000 UTC m=+51481.187311867,1661191760,0.009903846,0.003,0.008488142,0.005,0.014772727,0.225,0.014583333,0.004862069,0.01641129,0.004333333,0.003941176,0.009166667,0.0375,0.003222222
2022-08-22 18:10:20.846602294 +0000 UTC m=+51541.352556285,1661191820,0.009765625,0.003666667,0.007756917,0.0065,0.00815678,0.4375,0.016219512,0.005820896,0.0151,0.006666667,0.004066667,0.00875,0.0075,0.003666667
2022-08-22 18:11:20.429489868 +0000 UTC m=+51600.935443862,1661191880,0.009294872,0.003,0.007962963,0.005833333,0.008217593,0.3125,0.013375,0.006029412,0.0155,0.0034,0.003666667,0.005961538,0.004625,0.003666667
2022-08-22 18:12:20.544668356 +0000 UTC m=+51661.050622347,1661191940,0.009196429,0.003,0.008269231,0.003,0.007802419,0.175,0.016607143,0.004451613,0.014,0.003,0.003941176,0.0075,0.025,0.005
2022-08-22 18:13:20.57968424 +0000 UTC m=+51721.085638230,1661192000,0.009054054,0.003,0.007574906,0.006666667,0.008482906,0.175,0.014453125,0.004824561,0.015518868,0.005,0.003941176,0.015625,0.0045,0.003666667
2022-08-22 18:14:20.908627796 +0000 UTC m=+51781.414581780,1661192060,0.009428571,0.003,0.009280105,0.0075,0.007301587,0.1375,0.015785714,0.006346154,0.015040984,0.004,0.003608696,0.009375,0.004333333,0.003
2022-08-22 18:15:20.550273444 +0000 UTC m=+51841.056227424,1661192120,0.008928571,0.003,0.007684859,0.007142857,0.009277344,0.25,0.015564516,0.006233333,0.015048077,0.003666667,0.003869565,0.0075,0.0046,0.0042
2022-08-22 18:16:20.424322861 +0000 UTC m=+51900.930276842,1661192180,0.01375,0.003,0.008950321,0.005,0.008729839,0.185714286,0.016833333,0.004885714,0.017620968,0.003571429,0.003956522,0.009166667,0.0065,0.00325
2022-08-22 18:17:20.724499079 +0000 UTC m=+51961.230453070,1661192240,0.011184211,0.003,0.008666667,0.003285714,0.00836,0.175,0.014934211,0.004179487,0.016944444,0.005,0.0035,0.0075,0.003909091,0.003
2022-08-22 18:18:20.502773719 +0000 UTC m=+52021.008727709,1661192300,0.00925,0.003,0.007864173,0.0042,0.007459016,0.175,0.0125,0.004211268,0.016057692,0.005,0.003666667,0.009166667,0.00475,0.003666667
2022-08-22 18:19:20.476734785 +0000 UTC m=+52080.982688775,1661192360,0.009354839,0.003,0.008383838,0.005,0.006328829,0.25,0.014875,0.00557377,0.014396552,0.004333333,0.003384615,0.009375,0.0048,0.003
2022-08-22 18:20:20.793647971 +0000 UTC m=+52141.299601981,1661192420,0.008166667,0.005,0.00743,0.007,0.00767094,0.1,0.012678571,0.005701754,0.012093023,0.005,0.0045,0.009166667,0.00625,0.003
2022-08-22 18:21:20.532242582 +0000 UTC m=+52201.038196563,1661192480,0.012083333,0.003333333,0.009071146,0.0045,0.04076087,0.25,0.014453125,0.004239437,0.018026316,0.005625,0.003285714,0.00875,0.01375,0.004111111
2022-08-22 18:22:20.498406149 +0000 UTC m=+52261.004360154,1661192540,0.008081395,0.003,0.007413462,0.003857143,0.006409574,0.375,0.012205882,0.004104478,0.013670213,0.0035,0.003434783,0.007916667,0.00875,0.003857143
2022-08-22 18:23:20.536644617 +0000 UTC m=+52321.042598598,1661192600,0.008367347,0.003,0.007435897,0.003666667,0.00800885,0.25,0.016768293,0.004,0.014528302,0.005,0.003588235,0.006666667,0.005,0.003
2022-08-22 18:24:20.446486924 +0000 UTC m=+52380.952440919,1661192660,0.008109756,0.00325,0.00719917,0.0055,0.006071429,0.16,0.01375,0.005169492,0.01375,0.0046,0.003736842,0.008541667,0.004,0.00325
2022-08-22 18:25:20.777964479 +0000 UTC m=+52441.283918467,1661192720,0.007720588,0.003,0.007563291,0.005,0.008298969,0.25,0.012045455,0.005993151,0.01390625,0.003,0.004666667,0.005,0.003,0.003
2022-08-22 18:26:20.67610646 +0000 UTC m=+52501.182060448,1661192780,0.0095625,0.003,0.008178571,0.003857143,0.008130252,0.19,0.013851351,0.003974359,0.015441176,0.004333333,0.004058824,0.0175,0.004,0.005
2022-08-22 18:27:20.656000624 +0000 UTC m=+52561.161954606,1661192840,0.009539474,0.004,0.008232143,0.0055,0.007922535,0.291666667,0.015121951,0.004485714,0.016315789,0.004,0.004529412,0.007307692,0.005625,0.004428571
2022-08-22 18:28:20.757804513 +0000 UTC m=+52621.263758494,1661192900,0.008353659,0.0035,0.007459839,0.006428571,0.008574561,0.1,0.015955882,0.005742188,0.014117647,0.004333333,0.003521739,0.0075,0.004428571,0.0035
2022-08-22 18:29:20.648692345 +0000 UTC m=+52681.154646326,1661192960,0.007906977,0.0034,0.007294922,0.005714286,0.007113971,0.225,0.014011628,0.005698529,0.012965116,0.004,0.003842105,0.0075,0.025,0.004
2022-08-22 18:30:20.978465326 +0000 UTC m=+52741.484419307,1661193020,0.008,0.003,0.007192164,0.004333333,0.00834,0.2125,0.0158125,0.004454545,0.013979592,0.005833333,0.003636364,0.0085,0.004555556,0.003222222
2022-08-22 18:31:20.744755428 +0000 UTC m=+52801.250709410,1661193080,0.008918919,0.003,0.007509881,0.0075,0.012916667,0.225,0.01375,0.004277778,0.014360465,0.003,0.0037,0.0075,0.0875,0.01
2022-08-22 18:32:20.7850415 +0000 UTC m=+52861.290995484,1661193140,0.008511905,0.003,0.007811284,0.0075,0.007834646,0.3125,0.01266129,0.006792453,0.0145,0.003,0.003761905,0.010833333,0.004230769,0.003666667
